Code,Name,Geography,Metric,Category,Waiting Bands,Count
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,01 To 18 Weeks,65
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,18 To 52 Weeks,50
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,Over 52 Weeks,10
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,Total,125
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,01 To 18 Weeks,260
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,18 To 52 Weeks,205
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,Over 52 Weeks,20
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,Total,485
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,01 To 18 Weeks,230
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,18 To 52 Weeks,150
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,Over 52 Weeks,15
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,Total,395
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,01 To 18 Weeks,140
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,18 To 52 Weeks,115
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,Over 52 Weeks,*
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,Total,255
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,01 To 18 Weeks,60
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,18 To 52 Weeks,55
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,Over 52 Weeks,10
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,Total,125
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,01 To 18 Weeks,325
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,18 To 52 Weeks,280
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,Over 52 Weeks,35
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,Total,635
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,M: Caribbean,01 To 18 Weeks,75
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,M: Caribbean,18 To 52 Weeks,45
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,M: Caribbean,Over 52 Weeks,*
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,M: Caribbean,Total,125
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,01 To 18 Weeks,350
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,18 To 52 Weeks,245
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,Over 52 Weeks,35
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,Total,630
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,01 To 18 Weeks,255
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,18 To 52 Weeks,185
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,Over 52 Weeks,25
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,Total,460
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,01 To 18 Weeks,245
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,18 To 52 Weeks,160
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,Over 52 Weeks,20
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,Total,425
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,380
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,290
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,Over 52 Weeks,25
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,Total,700
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,01 To 18 Weeks,890
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,18 To 52 Weeks,715
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,Over 52 Weeks,75
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,Total,1680
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,01 To 18 Weeks,15005
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,18 To 52 Weeks,11515
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,Over 52 Weeks,1380
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,Total,27900
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,01 To 18 Weeks,725
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,18 To 52 Weeks,470
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,Over 52 Weeks,35
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,Total,1235
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,2,01 To 18 Weeks,4985
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,2,18 To 52 Weeks,3745
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,2,Over 52 Weeks,430
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,2,Total,9160
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,3,01 To 18 Weeks,2820
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,3,18 To 52 Weeks,2110
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,3,Over 52 Weeks,220
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,3,Total,5150
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,4,01 To 18 Weeks,2400
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,4,18 To 52 Weeks,1810
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,4,Over 52 Weeks,180
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,4,Total,4395
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,5,01 To 18 Weeks,2605
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,5,18 To 52 Weeks,2085
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,5,Over 52 Weeks,225
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,5,Total,4915
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,6,01 To 18 Weeks,1825
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,6,18 To 52 Weeks,1365
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,6,Over 52 Weeks,120
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,6,Total,3310
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,7,01 To 18 Weeks,2175
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,7,18 To 52 Weeks,1640
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,7,Over 52 Weeks,195
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,7,Total,4010
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,8,01 To 18 Weeks,2180
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,8,18 To 52 Weeks,1565
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,8,Over 52 Weeks,145
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,8,Total,3890
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,9,01 To 18 Weeks,1210
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,9,18 To 52 Weeks,880
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,9,Over 52 Weeks,80
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,IMD,9,Total,2165
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Sex,Female,01 To 18 Weeks,19785
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Sex,Female,18 To 52 Weeks,15020
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Sex,Female,Over 52 Weeks,1700
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Sex,Female,Total,36505
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Sex,Male,01 To 18 Weeks,17020
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Sex,Male,18 To 52 Weeks,12795
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Sex,Male,Over 52 Weeks,1385
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ACUTE,Sex,Male,Total,31200
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Age,0-18 Years,01 To 18 Weeks,310
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Age,0-18 Years,18 To 52 Weeks,100
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Age,0-18 Years,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Age,0-18 Years,Total,410
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Age,19-64 Years,01 To 18 Weeks,3365
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Age,19-64 Years,18 To 52 Weeks,2685
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Age,19-64 Years,Over 52 Weeks,375
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Age,19-64 Years,Total,6425
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Age,Over 65 Years,01 To 18 Weeks,420
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Age,Over 65 Years,18 To 52 Weeks,220
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Age,Over 65 Years,Over 52 Weeks,40
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Age,Over 65 Years,Total,685
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,99: Not known,01 To 18 Weeks,315
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,99: Not known,18 To 52 Weeks,210
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,99: Not known,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,99: Not known,Total,525
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,A: British,01 To 18 Weeks,6200
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,A: British,18 To 52 Weeks,6015
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,A: British,Over 52 Weeks,480
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,A: British,Total,12690
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,B: Irish,01 To 18 Weeks,50
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,B: Irish,18 To 52 Weeks,30
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,B: Irish,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,B: Irish,Total,80
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,C: Any other white background,01 To 18 Weeks,345
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,C: Any other white background,18 To 52 Weeks,350
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,C: Any other white background,Over 52 Weeks,25
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,C: Any other white background,Total,720
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,25
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,30
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,D: White and Black Caribbean,Total,55
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,E: White and Black African,01 To 18 Weeks,25
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,E: White and Black African,18 To 52 Weeks,20
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,E: White and Black African,Total,50
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,01 To 18 Weeks,25
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,18 To 52 Weeks,20
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,F: White and Asian,Total,50
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,01 To 18 Weeks,65
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,18 To 52 Weeks,75
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,G: Any other mixed background,Total,145
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,01 To 18 Weeks,75
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,18 To 52 Weeks,65
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,H: Indian,Total,145
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,01 To 18 Weeks,40
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,18 To 52 Weeks,50
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,J: Pakistani,Total,90
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,01 To 18 Weeks,25
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,18 To 52 Weeks,20
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,K: Bangladeshi,Total,50
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,01 To 18 Weeks,140
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,18 To 52 Weeks,115
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,Over 52 Weeks,10
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,L: Any other Asian background,Total,270
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,M: Caribbean,01 To 18 Weeks,25
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,M: Caribbean,18 To 52 Weeks,15
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,M: Caribbean,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,M: Caribbean,Total,40
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,01 To 18 Weeks,160
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,18 To 52 Weeks,155
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,N: African,Total,320
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,01 To 18 Weeks,105
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,18 To 52 Weeks,100
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,P: Any other Black background,Total,215
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,01 To 18 Weeks,50
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,18 To 52 Weeks,50
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,R: Chinese,Total,105
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,80
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,110
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,S: Any other ethnic group,Total,195
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,01 To 18 Weeks,175
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,18 To 52 Weeks,145
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,Ethnicity,Z: Not stated,Total,325
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,01 To 18 Weeks,3085
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,18 To 52 Weeks,3180
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,Over 52 Weeks,230
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,1,Total,6495
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,01 To 18 Weeks,225
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,18 To 52 Weeks,155
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,Over 52 Weeks,*
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,10,Total,385
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,2,01 To 18 Weeks,950
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,2,18 To 52 Weeks,950
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,2,Over 52 Weeks,90
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,2,Total,1990
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,3,01 To 18 Weeks,615
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,3,18 To 52 Weeks,590
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,3,Over 52 Weeks,55
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,3,Total,1260
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,4,01 To 18 Weeks,540
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,4,18 To 52 Weeks,505
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,4,Over 52 Weeks,35
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,4,Total,1080
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,5,01 To 18 Weeks,585
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,5,18 To 52 Weeks,535
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,5,Over 52 Weeks,35
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,5,Total,1160
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,6,01 To 18 Weeks,440
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ACUTE,IMD,6,18 To 52 Weeks,370
